鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷１１９弄１７號七樓,14.2,都市：其他:第三種住宅區。,,,1120610,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720331,113.55000000000001,3,2,2,有,有,20800000,183179,,0.0,0,,RPUNMLKKPHIGFCA67DA,85.29,0.0,12.05,有,
大同區,房地(土地+建物)+車位,臺北市大同區承德路一段６８號七樓,14.9,商,,,1120607,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850608,134.51,2,1,2,有,有,30880000,229574,升降機械,0.0,0,陽台外推；其他增建；,RPVNMLRKPHIGFBA38DA,96.72,3.13,12.25,有,
士林區,房地(土地+建物)+車位,臺北市士林區德行東路２７６號二樓,41.18,住,,,1120619,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740209,213.38,4,2,2,有,有,31000000,145281,坡道平面,0.0,0,,RPPNMLSKPHIGFEA18DA,186.69,0.0,18.72,有,1294
大安區,房地(土地+建物),臺北市大安區和平東路三段１巷３２號十二樓,19.94,住,,,1120604,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,103.52000000000001,2,2,1,有,有,23500000,227009,,0.0,0,其他增建；,RPPNMLLJPHIGFFA47DA,75.13,1.56,7.07,有,
大安區,房地(土地+建物),臺北市大安區大安路一段１６９巷１０號三樓之１,30.81,住,,,1120623,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660118,174.98999999999998,3,2,2,有,有,52930000,302474,,0.0,0,陽台外推；,RPSNMLRKPHIGFFA48DA,138.88,0.0,20.1,有,
士林區,房地(土地+建物)+車位,臺北市士林區雨農路６４號八樓之１,45.53,住,,,1120609,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940505,200.59,3,2,2,有,有,33660000,167805,坡道平面,0.0,0,,RPQNMLSKPHIGFEA38EA,106.02,0.0,10.18,有,
大安區,房地(土地+建物),臺北市大安區忠孝東路三段２３７巷１０號二樓,39.5,住,,,1120611,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610921,95.6,4,1,2,有,無,26380000,275941,,0.0,0,,RPRNMLTKPHIGFFA58DA,95.6,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區吳興街１２號三樓,28.77,住,,,1120607,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730814,108.76,3,2,2,有,無,20300000,186650,,0.0,0,3建築物含有：凸窗約0.5坪左右,RPQNMLSKPHIGFDA28EA,87.24,0.0,10.52,無,
士林區,房地(土地+建物),臺北市士林區天玉街９號四樓,55.0,住,,,1120616,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760730,146.67999999999998,4,3,3,有,無,22900000,156122,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPPPMLPJPHIGFEA97DA,117.99,0.76,17.14,無,
士林區,房地(土地+建物),臺北市士林區小東街３１號五樓,37.2,商,,,1120615,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660127,117.5,8,0,0,有,無,19000000,161702,,0.0,0,131號五樓與鄰戶打通使用2頂加格局0房0廳2衛頂樓加蓋；,RPOOMLOKOHIGFEA67DA,117.5,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區合順街８巷３弄３７號四樓,22.75,住,,,1120611,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,77.0,3,1,3,有,無,11800000,153247,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLRLOHIGFDA97DA,77.0,0.0,0.0,無,1295
松山區,房地(土地+建物),臺北市松山區八德路四段１０６巷４弄５號四樓,30.75,住,,,1120604,土地2建物1車位0,四層，露台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,88.57,3,2,1,有,無,19000000,214520,,0.0,0,其他增建；,RPSNMLRJOHIGFDA08DA,88.57,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區信義路四段３７５號十一樓之７,13.48,商,,,1120621,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660402,139.75,3,1,3,有,有,30500000,218247,,0.0,0,,RPTNMLTKPHIGFDA58DA,109.01,0.0,10.98,有,
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷９弄１１號三樓,39.24,住,,,1120610,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781023,137.68,4,2,2,有,有,21860000,158774,,0.0,0,,RPPNMLLJPHIGFDA27DA,112.2,0.07,13.05,無,
中山區,房地(土地+建物),臺北市中山區新生北路三段１０號十二樓之３,4.97,商,,,1120614,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740327,43.4,1,1,1,有,有,5200000,119816,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLTKOHIGFCA08DA,34.51,0.0,0.0,有,1296
信義區,房地(土地+建物),臺北市信義區光復南路４１９巷７４號七樓,22.08,住,,,1120629,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690103,102.69,3,2,2,有,無,30900000,300906,,0.0,0,陽台外推；其他增建；,RPPNMLKLPHIGFDA47EA,79.86,0.0,12.78,有,
大安區,房地(土地+建物),臺北市大安區樂業街１５９巷３８號三樓,32.0,住,,,1120609,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660111,92.64,5,0,5,有,無,18000000,194301,,0.0,0,,RPPNMLTKPHIGFFA48EA,92.64,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區懷寧街３５號七樓,14.6,商,,,1120616,土地2建物1車位0,七層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800109,118.01,1,1,1,有,有,22680000,192187,,0.0,0,陽台外推；其他增建；,RPOOMLTKPHIGFBA97DA,90.28,11.28,6.64,有,1297
中正區,房地(土地+建物),臺北市中正區和平西路二段１２１號三樓之２,14.85,住,,,1120611,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0780627,120.30999999999999,3,2,2,有,有,27080000,225085,,0.0,0,陽台外推；其他增建；,RPTOMLQKOHIGFAA97DA,84.94,0.0,12.38,有,
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路１５７巷５２號九樓,49.71,住,,,1120612,土地1建物1車位2,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010716,318.31,2,2,2,有,有,79580000,269356,坡道平面,45.14,6000000,其他增建；,RPPNMLKKPHIGFDA27DA,158.83,13.75,16.82,有,1298
中山區,房地(土地+建物),臺北市中山區新生北路二段６６號四樓之２４,1.8,商,,,1120604,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690721,23.759999999999998,1,1,1,有,有,5080000,213805,,0.0,0,陽台外推；,RPSNMLSKPHIGFCA28DA,15.81,0.0,3.3,有,1299
松山區,房地(土地+建物),臺北市松山區健康路３４７號十一樓,35.74,住,,,1120627,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0880806,202.60000000000002,4,2,2,有,有,34500000,170286,,0.0,0,,RPRNMLTKPHIGFDA38DA,101.88,4.2,11.6,有,
北投區,房地(土地+建物),臺北市北投區中山路１之７號八樓之８,7.75,都市：其他:特定觀光商業專用區。,,,1120617,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670404,44.980000000000004,1,2,1,有,有,7100000,157848,,0.0,0,陽台加窗其他增建；,RPTNMLSKPHIGFEA58DA,36.72,0.0,2.85,有,1300
內湖區,房地(土地+建物),臺北市內湖區港華街９９號八樓之３,9.61,住,,,1120624,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010515,58.85,1,1,1,有,有,15700000,266780,,0.0,0,陽台外推；其他增建；,RPPOMLKKPHIGFCA27DA,25.66,8.21,4.62,有,1301
萬華區,房地(土地+建物),臺北市萬華區中華路二段１３０巷４８號三樓,16.25,住,,,1120612,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0581202,52.62,3,1,1,有,無,10800000,205245,,0.0,0,,RPQNMLTKPHIGFBA08DA,47.1,0.0,5.52,無,1302
士林區,房地(土地+建物),臺北市士林區小東街３３號五樓,30.8,商,,,1120615,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660127,93.15,7,0,6,有,無,15000000,161031,,0.0,0,133號五樓與鄰戶打通使用2六樓頂加格局3房0廳1衛3七樓頂加格局1房0廳0衛頂樓加蓋；,RPQOMLOKOHIGFEA87DA,93.15,0.0,0.0,無,
萬華區,車位,康定路１０３號等共有部分,0.37,商,,,1120616,土地1建物1車位1,,,其他,,,,33.7,0,0,0,無,有,2700000,,坡道平面,33.69,2700000,僅車位交易；,RPWNMLLLOHIGFBA87DA,0.0,0.0,0.0,有,1303
士林區,房地(土地+建物),臺北市士林區文林路１４４巷１６號二樓,14.61,商,,,1120630,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1110118,55.39,0,0,0,無,有,12800000,231089,,0.0,0,,RPPNMLRJPHIGFEA97DA,27.1,5.92,4.16,有,
大安區,房地(土地+建物),臺北市大安區通化街３８巷８號七樓之３,6.32,商,,,1120608,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710227,34.14,1,0,1,有,有,9120000,267135,,0.0,0,其他增建；,RPPNMLRLOHIGFFA18DA,24.35,0.0,4.19,有,
中山區,房地(土地+建物),臺北市中山區敬業三路１６２巷１５６號二樓,47.09,住,,,1120612,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.01,3,2,2,有,有,28600000,184504,,0.0,0,陽台外推；其他增建；,RPQPMLMKPHIGFCA67DA,77.17,0.0,8.1,有,
中正區,房地(土地+建物),臺北市中正區和平西路二段７８號六樓之３,9.65,都市：其他:第三之一種住宅區。,,,1120618,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690416,50.019999999999996,1,1,1,有,有,13150000,262895,,0.0,0,陽台外推；,RPVOMLTLOHIGFAA58DA,38.17,0.0,4.77,有,1304
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路４２３巷３８號四樓之２,40.52,住,,,1120605,土地4建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,189.3,3,2,2,有,有,34000000,179609,坡道平面,0.0,2800000,其他增建；,RPVPMLMKOHIGFBA97DA,103.07,0.0,9.77,有,1305
萬華區,房地(土地+建物),臺北市萬華區桂林路２之５號,78.0,商,,,1120615,土地3建物1車位0,全,四層,透天厝,,加強磚造,,231.29,3,1,4,有,無,63680000,275325,,0.0,0,頂樓加蓋；其他增建；,RPRNMLOKPHIGFBA67DA,231.29,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區萬大路７１巷３５號,55.0,住,,,1120610,土地1建物1車位0,全,三層,透天厝,,加強磚造,,108.07,3,2,1,有,無,19660000,181919,,0.0,0,頂樓加蓋；其他增建；,RPUNMLOKPHIGFBA97DA,108.07,0.0,0.0,無,1306
信義區,土地,祥和段三小段521-1地號,19.0,,,,1120615,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7200000,378947,,0.0,0,,RPROMLLLOHIGFDA67DA,0.0,0.0,0.0,無,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段１３８號十一樓之６,13.0,住,,,1120622,土地2建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,206.37,3,2,2,有,有,83500000,404613,坡道平面,32.28,0,,RPPNMLRJPHIGFFA08DA,103.61,5.83,7.06,有,
中正區,房地(土地+建物),臺北市中正區廈門街２５巷４弄７號五樓,32.6,住,,,1120611,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700511,156.44,4,2,2,有,無,27000000,172590,,0.0,0,陽台外推；,RPQOMLQKOHIGFAA67DA,111.18,0.0,24.96,無,1307
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路一段１９５巷３弄６號二樓之１,16.94,住,,,1120614,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080814,155.0,2,2,1,有,有,20700000,242658,坡道平面,90.3,5000000,,RPPOMLSKPHIGFCA08DA,37.14,0.0,4.92,有,1308
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１１號十四樓之１,25.55,住,,,1120618,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090424,154.17000000000002,3,2,2,有,有,31680000,214135,坡道機械,16.5,2200000,,RPUNMLLKPHIGFCA77DA,90.58,0.63,9.13,有,
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路２２巷７號五樓之１,12.22,住,,,1120613,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021107,85.53,1,1,1,有,有,20500000,276728,塔式車位,19.4,2200000,房屋價格：1830萬元整，其中土地價格為1281萬元整、建物價格為549萬元整；停車位價格：220萬元整，其中土地價格為154萬元整、建物價格為66萬元整。塔式車位位於地下三層。陽台外推；夾層；其他增建；,RPTOMLPJPHIGFDA18DA,34.28,3.42,8.58,有,
內湖區,房地(土地+建物),臺北市內湖區新明路３８０巷６弄１０號二樓,24.75,住,,,1120605,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630130,73.44,2,2,2,有,無,14000000,190632,,0.0,0,3建築物含有：增建約3坪左右地下室使用權陽台外推；,RPVNMLTKPHIGFCA78EA,73.44,0.0,0.0,無,
信義區,房地(土地+建物)+車位,臺北市信義區松德路１７１號八樓之２,10.35,住,,,1120626,土地2建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),其他,鋼骨混凝土造,0841212,179.51,0,0,0,無,有,37300000,207788,坡道平面,35.51,0,,RPQOMLRKPHIGFDA18DA,120.95,4.1,6.38,有,
文山區,房地(土地+建物)+車位,臺北市文山區仙岩路２２巷４號四樓之３,16.43,住,,,1120607,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840724,90.16,1,1,1,有,有,10060000,111579,坡道平面,40.47,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLSKPHIGFAA87DA,35.03,0.0,2.75,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段５１號十三樓之６,5.39,商,,,1120611,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,88.39,0,0,0,無,有,14600000,189274,塔式車位,18.65,1400000,陽台外推；,RPOOMLSKPHIGFBA87DA,37.71,2.28,5.08,有,
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３８４號五樓之１２,3.1,住,,,1120615,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,21.82,1,0,1,有,有,3060000,140238,,0.0,0,,RPTOMLQJPHIGFBA08DA,15.38,0.0,0.0,有,1309
大安區,房地(土地+建物),臺北市大安區大安路一段２４１號四樓之１,19.5,住,,,1120617,土地1建物1車位0,四層，陽台,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,,103.0,3,1,2,有,有,22000000,213592,,0.0,0,,RPTNMLTKPHIGFFA88EA,103.0,0.0,0.0,有,
文山區,房地(土地+建物),臺北市文山區辛亥路四段１４０號六樓之３,12.89,住,,,1120604,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981116,63.379999999999995,2,1,1,有,有,13800000,217734,,0.0,0,陽台外推；夾層；,RPPNMLOJOHIGFAA17DA,30.29,6.1,5.75,有,1310
文山區,房地(土地+建物),臺北市文山區興隆路三段２２１巷４弄１５號,53.28,住,,,1120604,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690910,90.01,3,2,3,有,有,15650000,173870,,0.0,0,陽台外推；,RPSNMLSLOHIGFAA08DA,75.81,14.2,0.0,無,
文山區,車位,臺北市文山區樟新街３２巷１８號等共用部分,0.62,住,,,1120609,土地1建物1車位1,,,其他,,,,5.38,0,0,0,無,有,2000000,,升降機械,5.38,2000000,僅車位交易；,RPOOMLSKPHIGFAA77DA,0.0,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區信義路三段１３４巷７０號四樓,21.13,住,,,1120607,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750415,108.82000000000001,3,2,2,有,有,24700000,226980,,0.0,0,,RPQNMLMJPHIGFFA67DA,75.83,0.55,10.27,有,
南港區,房地(土地+建物),臺北市南港區東新街１８０巷１１號地下一層之２２,17.76,住,,,1120606,土地1建物1車位0,地下一層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0920107,63.04,2,2,1,有,有,14000000,222081,,0.0,0,其他增建；,RPPNMLTLOHIGFDA18DA,39.83,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區復興北路５００號四樓之２,6.94,住,,,1120616,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721028,40.53,3,2,2,有,有,8000000,197385,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLPHIGFCA37EA,28.92,0.0,2.87,有,
北投區,房地(土地+建物),臺北市北投區泉源路３６之２２號八樓之１,9.35,住,,,1120621,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780921,77.52000000000001,1,1,1,有,有,8000000,103186,,0.0,0,陽台外推；其他增建；,RPQNMLLKPHIGFEA57DA,41.9,19.95,3.6,有,
北投區,房地(土地+建物),臺北市北投區中和街５０２巷８弄１５之１號二樓,22.97,住,,,1120605,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671215,90.54,3,2,1,有,無,8800000,97195,,0.0,0,陽台外推；,RPOOMLMJPHIGFEA47DA,68.16,0.0,16.73,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街１５０巷４０號九樓,28.0,住,,,1120602,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880121,131.33,5,2,2,有,有,29000000,234048,坡道機械,14.26,1600000,夾層；其他增建；,RPPOMLOJPHIGFCA57DA,83.47,0.0,7.68,有,
信義區,房地(土地+建物),臺北市信義區永吉路１２０巷４３弄７號,6.38,住,,,1120615,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040330,26.380000000000003,1,1,1,有,無,8000000,303260,,0.0,0,,RPXNMLQJPHIGFDA58DA,14.32,0.0,0.0,有,1311
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路１００號十樓之１１,33.78,都市：其他:工商混合區(不得作住宅使用)。,,,1120612,土地2建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1010104,192.13,2,1,2,有,有,29620600,172424,坡道平面,34.84,2500000,,RPUNMLSKPHIGFCA48DA,87.55,2.89,4.26,有,1312
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路１５５號七樓,38.92,商,,,1120621,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0791024,342.28999999999996,1,1,1,有,有,51000000,148996,升降平面,0.0,0,,RPUNMLTKPHIGFBA58EA,254.15,8.75,25.12,有,
北投區,房地(土地+建物),臺北市北投區石牌路二段３１５巷２號五樓之２,8.2,住,,,1120616,土地4建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830912,43.97,1,1,1,有,有,7700000,175119,,0.0,0,陽台外推；其他增建；,RPPNMLOLOHIGFEA77DA,16.88,12.39,3.5,有,1313
大安區,房地(土地+建物),臺北市大安區金山南路二段１１１巷２號二樓,49.25,住,,,1120622,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,121.66,3,2,2,有,無,29800000,244945,,0.0,0,陽台外推；,RPRNMLTLOHIGFFA58DA,121.66,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區信義路四段５８號十一樓之１,12.78,商,,,1120613,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0660315,123.51,3,2,2,有,有,20800000,168407,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSKPHIGFFA78DA,100.06,0.0,5.33,有,
松山區,房地(土地+建物),臺北市松山區敦化北路１４５巷２３弄５號四樓之２,22.38,住,,,1120621,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1100315,96.99000000000001,2,1,1,有,有,38380000,395711,,0.0,0,,RPVRMLRLLHIGFDA78EA,47.6,0.0,4.14,有,
中山區,房地(土地+建物)+車位,臺北市中山區雙城街６號八樓,28.39,商,,,1120620,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0870207,191.85000000000002,2,1,1,有,有,30000000,156372,升降平面,35.73,0,,RPQOMLKLOHIGFCA37DA,93.07,0.0,15.69,有,1314
大安區,房地(土地+建物),臺北市大安區信義路三段１４７巷５弄７號七樓,8.95,住,,,1120628,土地1建物1車位0,七層，陽台,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0631022,35.8,4,2,2,有,無,11500000,321229,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLNJPHIGFFA38DA,35.8,0.0,0.0,有,
松山區,房地(土地+建物),臺北市松山區寶清街１０３巷３０號三樓,26.75,住,,,1120629,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611023,79.35,3,1,1,有,無,11500000,144928,,0.0,0,,RPSRMLRLLHIGFDA48EA,79.35,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區安居街７５巷１０號三樓,19.98,住,,,1120608,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671205,71.14,3,2,2,有,無,17000000,238965,,0.0,0,陽台外推；,RPUNMLMKPHIGFFA18DA,58.96,0.0,12.18,無,1315
大安區,房地(土地+建物),臺北市大安區金華街２０１之１號,46.0,住,,,1120622,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,99.98,3,2,2,有,無,24500000,245049,,0.0,0,,RPQNMLTLOHIGFFA48DA,99.98,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區虎林街２２２巷５０號三樓,47.0,住,,,1120615,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580123,87.43,3,2,1,有,無,19000000,217317,,0.0,0,,RPWNMLPKOHIGFDA38DA,87.43,0.0,0.0,無,
松山區,車位,臺北市松山區寶清街１０３之５號二樓等共有部分,0.21,住,,,1120628,土地1建物1車位1,,,其他,,,,24.55,0,0,0,無,無,2200000,,坡道平面,24.55,2200000,僅車位交易；,RPUOMLNKPHIGFDA18DA,0.0,0.0,0.0,無,1316
中正區,房地(土地+建物),臺北市中正區愛國西路９號三樓之１,13.7,商,,,1120615,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710922,108.61,1,2,1,有,有,25600000,235706,,0.0,0,,RPRNMLRLOHIGFBA97DA,86.53,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區復興南路一段１０７巷５弄１０之１號,21.57,住,,,1120618,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.44,3,2,2,有,有,30700000,339452,,0.0,0,其他增建；,RPQNMLKMOHIGFFA67DA,84.07,6.37,0.0,有,
大安區,房地(土地+建物),臺北市大安區復興南路二段５５號八樓之１,3.25,商,,,1120617,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,37.489999999999995,1,1,1,有,有,15600000,416111,,0.0,0,陽台外推；,RPWNMLQJPHIGFFA68DA,19.09,0.36,3.29,有,1317
松山區,房地(土地+建物),臺北市松山區興安街１５１號七樓,29.96,住,,,1120619,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730814,143.67,4,3,2,有,有,37000000,257535,,0.0,0,陽台外推；頂樓加蓋；,RPQOMLLKPHIGFDA57DA,109.52,0.91,13.09,有,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段１６７號十六樓之５,11.21,住,,,1120618,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造，鋼骨鋼筋混凝土造,1101108,118.72,1,2,1,有,有,26800000,234290,坡道平面,17.99,3200000,,RPTNMLNKPHIGFAA67DA,41.61,7.55,2.34,有,1318
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段２２２號三樓之１,11.54,住,,,1120617,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060413,92.56,2,2,1,有,有,16450000,203070,坡道機械,18.94,1500000,,RPQPMLKLPHIGFEA77DA,44.88,0.0,4.11,有,1319
北投區,房地(土地+建物),臺北市北投區懷德街３之２號四樓,30.55,住,,,1120624,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690419,107.0,3,2,2,有,無,18200000,170093,,0.0,0,其他增建；,RPSNMLRJPHIGFEA28DA,91.92,0.0,15.08,無,
士林區,房地(土地+建物)+車位,臺北市士林區大南路３２５號五樓之６,9.3,工,,,1120621,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0961205,69.94,1,1,1,有,有,9720000,193975,坡道機械,29.11,1800000,,RPROMLKKPHIGFEA67DA,23.88,0.0,2.97,有,1320
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段１２１巷３３號七樓之３,10.44,商,,,1120629,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,147.29000000000002,2,2,1,有,有,27160000,245789,升降平面,46.96,2500000,,RPSNMLNKPHIGFCA77DA,54.01,6.09,6.52,有,
