鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
士林區,土地,新安段四小段455地號,42.36,都市：其他:住宅區(原為保護區，經都市計畫檢討主要計畫變更，但因細部計畫及整體開發作業尚未完成，尚未能准許依變更後計畫用途使用) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1120801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,384453,9076,,0.0,0,買受人依土地法第34條之1第四項規定，以同一價格優先承購，另出賣人有差額贈與新臺幣56132元整。親友、員工、共有人或其他特殊關係間之交易；,RPWNMLOJRHIGFEA58DA,0.0,0.0,0.0,無,0190
內湖區,車位,臺北市內湖區新明路４９８巷１４弄１號,0.05,住,,,1120825,土地1建物1車位1,一層,七層,其他,一般事務所,鋼筋混凝土造,1001123,24.38,0,0,0,無,有,400000,,塔式車位,0.0,400000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPQNMLLJRHIGFCA57EA,0.0,0.0,0.0,有,
北投區,土地,文林段四小段884地號,24.83,都市：其他:道路用地(公共設施用地)。59/7/4,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2137938,86103,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPRQMLLJRHIGFEA08DA,0.0,0.0,0.0,無,
士林區,土地,芝山段一小段412-1地號,29.62,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2932875,99017,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPROMLLJRHIGFEA87DA,0.0,0.0,0.0,無,0178
大安區,房地(土地+建物),臺北市大安區泰順街１６巷２６號五樓之２,7.04,住,,,1120804,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970103,27.57,1,1,1,有,無,10500000,380849,,0.0,0,陽台外推；其他增建；,RPQNMLLLQHIGFFA87DA,14.68,1.24,1.71,有,0192
南港區,房地(土地+建物),臺北市南港區研究院路二段１５０巷３弄１８號四樓,33.0,住,,,1120802,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630701,101.39,5,2,1,有,無,14500000,143012,,0.0,0,其他增建：陽台、頂樓。其他增建；,RPUOMLRJQHIGFDA58DA,101.39,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區臥龍街１９５巷１７號二樓,25.9,住,,,1120803,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710702,96.34,3,2,1,有,無,18000000,186838,,0.0,0,,RPRNMLOJRHIGFFA28EA,84.33,0.0,12.01,無,0193
士林區,土地,芝山段一小段412-1地號,23.7,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2436300,102797,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPTQMLLJRHIGFEA28DA,0.0,0.0,0.0,無,0178
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路二段２５號二十一樓,8.57,商,,,1120822,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,110.41999999999999,2,2,1,有,有,23150000,234306,坡道機械,19.94,1950000,買賣價格含直興段二小段1516及1517建號各持分451/100000,RPQNMLKMQHIGFBA47DA,53.82,3.16,3.89,有,
內湖區,土地,康寧段四小段436-1地號,319.25,都市：其他:道路用地(公共設施用地)。64/7/8,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,23847975,74700,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPQNMLQLQHIGFCA08DA,0.0,0.0,0.0,無,0177
中山區,房地(土地+建物),臺北市中山區新生北路二段１０８號九樓之２１,2.91,商,,,1120802,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760305,35.269999999999996,0,0,0,無,有,4700000,133258,,0.0,0,其他增建；,RPPQMLLLQHIGFCA77DA,27.2,0.0,2.82,有,
文山區,土地,實踐段二小段552地號,58.42,商,,,1120815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17000000,290996,,0.0,0,未登記建物；,RPVNMLOJRHIGFAA18EA,0.0,0.0,0.0,無,0196
內湖區,土地,文德段二小段630-1地號,70.5,都市：其他:道路用地(公共設施用地)。65/4/15,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2580300,36600,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPSNMLQLQHIGFCA28DA,0.0,0.0,0.0,無,0197
文山區,房地(土地+建物),臺北市文山區興隆路三段２５５巷６弄１３號四樓,14.7,住,,,1120815,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750327,50.22,2,1,2,有,有,6000000,119474,,0.0,0,,RPWNMLLJRHIGFAA87DA,36.23,0.0,12.23,無,
中正區,房地(土地+建物),臺北市中正區連雲街２６巷３６號三樓,43.62,住,,,1120817,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0560225,116.6,5,2,2,有,無,28280000,242539,,0.0,0,,RPQNMLOJRHIGFBA67DA,116.6,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區八德路二段３９９號五樓之１,3.75,商,,,1120808,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950823,38.91,1,2,1,有,有,17180000,441532,,0.0,0,夾層；其他增建；,RPVOMLRKQHIGFDA78DA,24.2,0.4,2.74,有,
文山區,土地,指南段三小段934地號,108.0,都市：其他:保護區。,,,1120825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,231668,2145,,0.0,0,地清或未辦繼承標售；,RPTNMLOJRHIGFAA87DA,0.0,0.0,0.0,無,
文山區,車位,臺北市文山區仙岩路１１巷１號,0.38,住,,,1120823,土地1建物1車位1,一層,十七層,其他,一般事務所,鋼骨鋼筋混凝土造,1050930,42.19,0,0,0,無,有,2400000,,坡道平面,42.19,2400000,僅車位交易；,RPPOMLOJRHIGFAA57DA,0.0,0.0,0.0,有,0198
中正區,土地,永昌段五小段226-1地號,8.5,都市：其他:道路用地(公共設施用地)。,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,581400,68400,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPQNMLQLQHIGFAA87DA,0.0,0.0,0.0,無,
大安區,車位,臺北市大安區延吉街１１９號地下,8.94,住,,,1120822,土地2建物1車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0670220,41.5,0,0,0,無,無,3700000,,坡道平面,41.5,3700000,僅車位交易；,RPPNMLOJRHIGFFA08EA,0.0,0.0,0.0,有,
士林區,土地,光華段三小段180地號,58.0,都市：其他:人行步道(無遮簷)(公共設施用地)。66/10/19,,,1120823,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4993800,86100,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPRNMLQLQHIGFEA38DA,0.0,0.0,0.0,無,
士林區,土地,百齡段六小段119地號,35.73,都市：其他:道路用地(公共設施用地)。62/11/27,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1403051,39268,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPUNMLQLQHIGFEA68DA,0.0,0.0,0.0,無,0199
士林區,土地,芝山段一小段412-1地號,38.26,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3787319,98989,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPSOMLLJRHIGFEA97DA,0.0,0.0,0.0,無,0178
大同區,房地(土地+建物),臺北市大同區哈密街５９巷５６弄４２號四樓,16.93,住,,,1120805,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951114,67.6,2,1,1,有,有,16500000,244083,,0.0,0,陽台外推；其他增建；,RPRNMLMLQHIGFBA67DA,42.64,0.3,5.5,有,
士林區,土地,芝山段一小段412-1地號,11.85,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1173150,99000,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPSQMLLJRHIGFEA18DA,0.0,0.0,0.0,無,0178
萬華區,房地(土地+建物),臺北市萬華區成都路１０２號八樓之９,7.66,商,,,1120808,土地1建物1車位0,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060418,102.17999999999999,2,2,1,有,有,19500000,190840,,0.0,0,,RPPOMLSLQHIGFBA18DA,56.69,9.02,2.28,有,0202
內湖區,土地,文德段二小段630-1地號,70.5,都市：其他:道路用地(公共設施用地)。65/4/15,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2580300,36600,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPTNMLQLQHIGFCA38DA,0.0,0.0,0.0,無,0197
松山區,房地(土地+建物),臺北市松山區南京東路五段２５０巷３６弄１９號二樓,17.91,住,,,1120809,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660524,87.94,2,1,1,有,有,23500000,267228,,0.0,0,陽台外推；,RPUNMLPJRHIGFDA38DA,66.66,0.0,12.65,有,0204
南港區,房地(土地+建物),臺北市南港區成福路１６８號三樓之１０,11.68,都市：其他:第三種住宅區。,,,1120801,土地2建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840627,54.39,1,1,1,有,有,9500000,174664,,0.0,0,,RPPOMLPKQHIGFDA97DA,25.27,0.53,4.09,有,
大安區,房地(土地+建物),臺北市大安區光復南路６７６巷１６號六樓,10.18,住,,,1120812,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921020,43.28,1,2,1,有,有,11800000,272643,,0.0,0,,RPPNMLPJRHIGFFA18EA,22.98,0.0,5.76,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段２２５號六樓,4.82,住,,,1120807,土地2建物1車位1,六層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850725,55.79,0,0,0,無,有,17000000,304714,升降機械,0.0,0,內有一衛浴。陽台外推；,RPVNMLTJQHIGFFA98DA,21.72,0.6,4.59,有,
內湖區,土地,碧山段一小段28地號,400.0,都市：其他:保護區。,,,1120814,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3100000,7750,,0.0,0,,RPUOMLTLQHIGFCA88DA,0.0,0.0,0.0,無,
士林區,土地,芝山段一小段412-1地號,9.88,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,977625,98950,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPWNMLLJRHIGFEA28DA,0.0,0.0,0.0,無,0178
北投區,房地(土地+建物),臺北市北投區行義路１４２之５號,10.35,都市：其他:第二種住宅區。,,,1120815,土地2建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701120,64.41,1,2,1,有,有,7400000,114889,,0.0,0,,RPXNMLOKQHIGFEA68DA,45.34,4.56,0.0,有,
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段５０８號十樓之２,19.11,住,,,1120815,土地1建物1車位2,十層,二十八層,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0820813,285.43,6,1,2,有,有,51000000,178678,坡道平面,81.2,0,,RPRNMLLMQHIGFDA87DA,246.74,1.72,19.23,有,
文山區,房地(土地+建物),臺北市文山區景後街１２４號三樓,14.75,商,,,1120829,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860324,159.20999999999998,4,2,20,有,有,26000000,163306,,0.0,0,,RPVNMLLJRHIGFAA77DA,96.5,8.47,11.13,有,0206
萬華區,房地(土地+建物),臺北市萬華區西寧南路３６號七樓之２,6.36,商,,,1120813,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),商業用,預力混凝土造,0671215,56.29,1,1,1,有,有,7800000,138568,,0.0,0,,RPQOMLPJRHIGFBA87DA,43.98,0.0,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區武昌街二段７２號八樓之３,4.99,商,,,1120801,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710908,53.81,2,1,1,有,有,10000000,185839,,0.0,0,其他增建：陽台。其他增建；,RPUNMLSJQHIGFBA38DA,30.55,0.0,4.94,有,0207
士林區,土地,芝山段一小段412-1地號,23.7,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2346300,99000,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPOMLLJRHIGFEA67DA,0.0,0.0,0.0,無,0178
大安區,車位,臺北市大安區信義路四段９８號地下三層,2.32,商,,,1120825,土地1建物1車位1,地下三層,十二層,其他,停車空間,鋼筋混凝土造,0781012,45.94,0,0,0,無,有,2400000,,升降平面,45.94,2400000,僅車位交易；,RPQNMLPJRHIGFFA28EA,0.0,0.0,0.0,有,0209
松山區,土地,美仁段二小段333地號,16.88,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2095875,124163,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPQOMLQLQHIGFDA28DA,0.0,0.0,0.0,無,0068
萬華區,土地,莒光段二小段103-4地號,12.86,都市：其他:道路用地(公共設施用地)。61/9/4,,,1120816,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,949065,73800,,0.0,0,,RPVPMLOJRHIGFBA38DA,0.0,0.0,0.0,無,0211
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段３４３號九樓之２,18.52,商,,,1120808,土地1建物1車位2,九層,十一層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0910612,180.99,0,2,0,有,有,38000000,209956,坡道機械,0.0,3000000,,RPUOMLKKQHIGFDA97DA,104.27,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區永康街９１之１號,20.75,都市：其他:第一種商業區。,,,1120808,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,56.16,1,0,1,有,無,19900000,354345,,0.0,0,其他增建；,RPSNMLMLQHIGFFA18DA,56.16,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區福德街３０９巷２３號三樓,15.25,住,,,1120810,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640925,54.35,2,2,1,有,無,9900000,182153,,0.0,0,陽台外推；,RPPNMLLJRHIGFDA47DA,54.35,0.0,0.0,無,0212
萬華區,土地,莒光段二小段103-4地號,12.86,都市：其他:道路用地(公共設施用地)。61/9/4,,,1120816,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,949065,73800,,0.0,0,,RPWPMLOJRHIGFBA48DA,0.0,0.0,0.0,無,0211
士林區,建物,臺北市士林區仰德大道三段１２１號,0.0,,,,1120829,土地0建物1車位1,全,一層,透天厝,住家用,加強磚造,0560101,108.14,4,1,5,有,無,1500000,13871,一樓平面,0.0,0,,RPPNMLPJRHIGFEA08EA,108.14,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區光明路２４０之９號五樓,8.24,都市：其他:特定觀光商業專用區。,,,1120820,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710521,49.25,0,0,0,無,有,7100000,144162,,0.0,0,其他增建；,RPQNMLQJRHIGFEA28EA,32.21,5.94,0.0,有,0214
文山區,房地(土地+建物),臺北市文山區福興路７８巷１弄６號三樓,28.93,住,,,1120802,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,96.76,3,2,2,有,無,8150000,84229,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOLQHIGFAA08DA,83.58,0.0,13.18,無,
士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段２２２號十一樓之１,37.01,住,,,1120829,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0971112,195.45999999999998,3,2,2,有,有,41160000,210580,坡道平面,30.59,0,,RPUNMLPJRHIGFEA58EA,94.93,4.46,10.25,有,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段５３巷２６號七樓之２,7.6,商,,,1120811,土地1建物1車位2,七層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0971030,81.78,0,0,0,無,有,13200000,161409,坡道機械,37.82,0,,RPVNMLSKQHIGFCA68DA,24.56,0.56,2.12,有,0215
士林區,土地,芝山段一小段412-1地號,59.25,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5865750,99000,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXOMLLJRHIGFEA48DA,0.0,0.0,0.0,無,0178
士林區,土地,富安段二小段8地號,33.07,住,,,1120818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2400000,72573,,0.0,0,,RPQPMLSKQHIGFEA58DA,0.0,0.0,0.0,無,0217
中正區,土地,南海段二小段242-2地號,0.4,住,,,1120829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,260000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPJRHIGFAA87EA,0.0,0.0,0.0,無,0218
大同區,房地(土地+建物),臺北市大同區大龍街２４號二樓,21.75,住,,,1120819,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0630913,70.12,2,2,1,有,無,12300000,175414,,0.0,0,,RPVNMLPJRHIGFBA28DA,70.12,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區中山北路二段６２巷８號三樓,10.46,住,,,1120819,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,58.879999999999995,1,1,1,有,有,15000000,254755,,0.0,0,陽台外推；其他增建；,RPXNMLSLQHIGFCA98DA,23.72,0.0,6.66,有,0219
士林區,土地,天山段一小段214地號,367.67,都市：其他:道路用地(公共設施用地)。51/7/14,,,1120823,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24311472,66123,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPVNMLQLQHIGFEA78DA,0.0,0.0,0.0,無,0220
士林區,土地,芝山段一小段412-1地號,29.62,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2932875,99017,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPWOMLLJRHIGFEA38DA,0.0,0.0,0.0,無,0178
北投區,房地(土地+建物),臺北市北投區公路３０１巷５號,39.26,住,,,1120807,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750526,139.34,3,2,2,有,無,23000000,165064,,0.0,0,其他增建；,RPTNMLPLQHIGFEA48DA,111.25,17.06,0.0,無,
信義區,房地(土地+建物),臺北市信義區吳興街２２０巷１１弄５號四樓,26.53,住,,,1120813,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820818,138.49,4,2,2,有,無,31800000,229619,,0.0,0,,RPXNMLNLQHIGFDA58DA,110.0,0.4,16.21,有,
士林區,土地,芝山段一小段412-1地號,9.88,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,977625,98950,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXNMLLJRHIGFEA38DA,0.0,0.0,0.0,無,0178
松山區,土地,美仁段二小段333地號,16.88,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2095875,124163,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPROMLQLQHIGFDA38DA,0.0,0.0,0.0,無,0068
松山區,土地,西松段二小段718地號,5.28,都市：其他:道路用地(公共設施用地)。62/12/31,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,595333,112752,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPTOMLQLQHIGFDA58DA,0.0,0.0,0.0,無,0224
中山區,土地,吉林段二小段76-1地號,208.33,都市：其他:道路用地(公共設施用地)。60/8/19,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24750000,118802,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPUNMLQLQHIGFCA48DA,0.0,0.0,0.0,無,0225
士林區,土地,芝山段一小段412-1地號,39.5,都市：其他:道路用地(公共設施用地)。65/11/23,,,1120824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3910500,99000,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPPMLLJRHIGFEA77DA,0.0,0.0,0.0,無,0178
松山區,房地(土地+建物),臺北市松山區八德路四段６９７號二樓之１,9.8,商,,,1120814,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0750715,105.46000000000001,1,1,1,有,有,18000000,170681,,0.0,0,陽台外推；,RPPNMLPJRHIGFDA97EA,86.09,0.0,12.61,有,
松山區,土地,敦化段二小段489地號,14.25,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120823,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2043570,143408,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPTNMLQLQHIGFDA48DA,0.0,0.0,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段１８９巷８３弄２０號五樓,42.05,住,,,1120809,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831217,122.38,3,2,2,有,有,12440000,101651,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLOJRHIGFCA77DA,84.06,0.77,10.45,有,
松山區,土地,美仁段一小段459-1地號,5.43,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2036003,374955,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPNMLQLQHIGFDA08DA,0.0,0.0,0.0,無,
中正區,土地,南海段二小段242-2地號,0.4,住,,,1120829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,260000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPJRHIGFAA77EA,0.0,0.0,0.0,無,0218
士林區,建物,臺北市士林區文林路６８１巷２０號,0.0,,,,1120831,土地0建物1車位0,全,三層,透天厝,住家用,加強磚造,0600109,120.33,3,3,4,有,無,180000,1496,,0.0,0,,RPRNMLQJRHIGFEA38EA,120.33,0.0,0.0,無,
信義區,土地,永吉段一小段406地號,2.25,都市：其他:道路用地(公共設施用地)。51/2/2,,,1120823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,334901,148845,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPWNMLQLQHIGFDA78DA,0.0,0.0,0.0,無,0228
信義區,房地(土地+建物),臺北市信義區基隆路一段１０３號六樓之３,5.49,商,,,1120813,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0910104,48.3,1,1,1,有,有,13080000,270807,,0.0,0,陽台外推；夾層；其他增建；,RPWNMLKMQHIGFDA28DA,30.99,1.78,2.92,有,
士林區,房地(土地+建物),臺北市士林區天母東路６１巷３號二樓之５,12.88,商,,,1120806,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841017,42.62,2,1,1,有,無,10900000,255748,,0.0,0,陽台外推；夾層；,RPVOMLLKQHIGFEA28DA,25.12,0.0,5.46,有,
萬華區,房地(土地+建物),臺北市萬華區東園街６６巷２４弄１０號四樓之１,21.39,住,,,1120829,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,134.94,3,2,2,有,有,21580000,159923,,0.0,0,,RPTNMLQJRHIGFBA28EA,83.18,4.63,8.58,有,0229
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路６２８號十四樓之３,15.31,住,,,1120829,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990310,133.2,2,1,1,有,有,15880000,119219,坡道平面,40.64,0,,RPUNMLQJRHIGFBA38EA,56.45,3.37,4.66,有,0230
